Designator,Mid X,Mid Y,Rotation,Layer
BACK1,107.15625,-126.4975,0.0,top
BACKTRACK1,88.10625,-126.4975,0.0,top
D1,80.125,-77.75,90.0,top
FORWARD1,145.25625,-126.4975,0.0,top
FORWARDTRACK1,164.30625,-126.4975,0.0,top
ON/OFF1,95.25,-75.41,0.0,top
PAUSE1,126.20625,-126.4975,0.0,top
SW1,164.05625,-76.5,0.0,top
U1,86.0,-102.39375,90.0,top
